Αφρική	Afrika
Κατηγορία:Ηλεκτρονικά παιχνίδια	Kategorie:Computerspiel
Πρότυπο:Ενημέρωση	Vorlage:Veraltet
Πρότυπο:Μουσικό είδος	Vorlage:Infobox Genre
Πρότυπο:SVK	Vorlage:SVK
Πρότυπο:TWN	Vorlage:TWN
Πρότυπο:Νοσοκομείο	Vorlage:Infobox Krankenhaus
Πρότυπο:EGY	Vorlage:EGY
Πρότυπο:Ανάγκη εικόνας	Vorlage:Bilderwunsch
Πρότυπο:Bar pixel	Vorlage:Balken Pixel
Πρότυπο:KGZ	Vorlage:KGZ
Πρότυπο:Κουτί πληροφοριών σχολείο	Vorlage:Infobox Schule
Πρότυπο:MYT	Vorlage:MYT
Κατηγορία:Ιστορία των Ηνωμένων Πολιτειών	Kategorie:Geschichte der Vereinigten Staaten
Κατηγορία:Αστικοί μύθοι	Kategorie:Moderne Sage
Πρότυπο:ISR	Vorlage:ISR
Πρότυπο:Boxboxbottom	Vorlage:Userboxbottom
Πρότυπο:Μεταφορά στα commons	Vorlage:Commonsfähig
Πρότυπο:Rnd	Vorlage:Siground
Πρότυπο:Infobox ΟΗΕ	Vorlage:Infobox Vereinte Nationen
Πρότυπο:Πληροφορίες Χώρας	Vorlage:Infobox Staat
Πρότυπο:Πληροφορίες λογισμικού	Vorlage:Infobox Software
Πρότυπο:STP	Vorlage:STP
Πρότυπο:VEN	Vorlage:VEN
Πρότυπο:Κουτί πληροφοριών αεροπορικής εταιρείας	Vorlage:Infobox Fluggesellschaft
Πρότυπο:Fi	Vorlage:FiS
Πρότυπο:Wide image	Vorlage:Panorama
Πρότυπο:UKR	Vorlage:UKR
Πρότυπο:Πληροφορίες στρατιωτικής σύγκρουσης	Vorlage:Infobox Militärischer Konflikt
Πρότυπο:Str left	Vorlage:Str left
Πρότυπο:Str sub	Vorlage:Str sub
Πρότυπο:Ήχος	Vorlage:Audio
Πρότυπο:PHL	Vorlage:PHL
Κατηγορία:Έγχορδα μουσικά όργανα	Kategorie:Streichinstrument
Πρότυπο:Κουτί πληροφοριών πολιτικού κόμματος	Vorlage:Infobox Partei
Πρότυπο:ROU	Vorlage:ROU
Πρότυπο:BHR	Vorlage:BHR
Κατηγορία:Σχεδιαστές βιντεοπαιχνιδιών	Kategorie:Spielesoftwareunternehmen
Πρότυπο:TUR	Vorlage:TUR
Κατηγορία:Soundtrack Ταινιών	Kategorie:Soundtrack-Album
Πρότυπο:Χρήστης Ρωσία	Benutzer:Vorlage/aus Russland
Πρότυπο:Κουτί πληροφοριών βιντεοπαιχνιδιού	Vorlage:Infobox Computer- und Videospiel
Πρότυπο:ΓερμανοίΚαγκελάριοι	Vorlage:Navigationsleiste Reichskanzler Weimarer Republik
Κατηγορία:Διοικητική διαίρεση της Γαλλίας	Kategorie:Verwaltungsgliederung Frankreichs
Πρότυπο:Nom	Vorlage:Nominiert
Κατηγορία:Πανεπιστήμια στη Ρωσία	Kategorie:Universität in Russland
Κατηγορία:Παραγωγοί ταινιών	Kategorie:Filmproduzent
Κατηγορία:Διοικητική διαίρεση του Ηνωμένου Βασιλείου	Kategorie:Verwaltungsgliederung des Vereinigten Königreichs
Κατηγορία:Μάχες ρωμαϊκού στρατού	Kategorie:Schlacht (Römisches Reich)
Πρότυπο:Επιμέλεια	Vorlage:Überarbeiten
Πρότυπο:DJI	Vorlage:DJI
Πρότυπο:Windows	Vorlage:Navigationsleiste Windows-Versionen
Πρότυπο:Πανεπιστήμιο	Vorlage:Infobox Hochschule
Πρότυπο:Cite journal	Vorlage:Cite journal
Πρότυπο:Πληροφορίες εταιρείας	Vorlage:Infobox Unternehmen
Πρότυπο:BRN	Vorlage:BRN
Πρότυπο:Βικιβιβλία	Vorlage:Wikibooks
Κατηγορία:Τυχερά παιχνίδια	Kategorie:Glücksspiel
Κατηγορία:Σοσιαλδημοκρατικά κόμματα	Kategorie:Sozialdemokratische Partei
Πρότυπο:PCN	Vorlage:PCN
Κατηγορία:Εθνική Ισπανίας (ποδόσφαιρο)	Kategorie:Spanische Fußballnationalmannschaft
Κατηγορία:Άγκυρα	Kategorie:Ankara
Πρότυπο:Lang-ar	Vorlage:ArS
Πρότυπο:Cite news	Vorlage:Cite news
Πρότυπο:Κουτί πληροφοριών τηλεοπτικής σεζόν	Vorlage:Infobox Staffel einer Serie
Κατηγορία:Μουσική εκπαίδευση	Kategorie:Musikpädagogik
Πρότυπο:Γενεαλογικό δέντρο	Vorlage:Stammbaum
Πρότυπο:Location map	Vorlage:Positionskarte
Κατηγορία:Σεξουαλικώς μεταδιδόμενα νοσήματα	Kategorie:Sexuell übertragbare Erkrankung
Πρότυπο:Προβεβλημένο λήμμα	Vorlage:Exzellent
Κατηγορία:Γεννήσεις το 1875	Kategorie:Geboren 1875
Κατηγορία:Γεννήσεις το 1856	Kategorie:Geboren 1856
Πρότυπο:Κύπελλο Φάση των 4	Vorlage:Round4
Πρότυπο:Πύλη/box-header	Portal:Box-header
Κατηγορία:Γκάνα	Kategorie:Ghana
Κατηγορία:Μεσόγειος Θάλασσα	Kategorie:Mittelmeer
Κατηγορία:Παρίσι	Kategorie:Paris
Κατηγορία:Χρήστης en-4	Kategorie:User en-4
Κατηγορία:Βουδαπέστη	Kategorie:Budapest
Κατηγορία:Τόγκο	Kategorie:Togo
Κατηγορία:Χρήστης en	Kategorie:User en
Κατηγορία:Χρήστης zh	Kategorie:User zh
Κατηγορία:Κροατία	Kategorie:Kroatien
Κατηγορία:Χρήστης zh-M	Kategorie:User zh-M
Κατηγορία:Χρήστης en-2	Kategorie:User en-2
Κατηγορία:Θεατρικά σχήματα	Kategorie:Theaterensemble
Πρότυπο:Πλαίσιο πληροφοριών	Vorlage:Infobox
Πρότυπο:Tocright	Vorlage:TOCright
Κατηγορία:Θάνατοι το 1902	Kategorie:Gestorben 1902
Πρότυπο:Χρήστης eo	Vorlage:User eo
Πρότυπο:Πίνακας μεταλλίων	Vorlage:Medaillentabelle
Πρότυπο:4TeamBracket-Tennis3-v2	Vorlage:Turnierplan4-3
Κατηγορία:Βασιλείς της Γαλλίας	Kategorie:König (Frankreich)
Πρότυπο:Κουτί πληροφοριών εθνικής ποδοσφαιρικής ομάδας	Vorlage:Infobox Fußballnationalmannschaft
Κατηγορία:Αλφάβητο	Kategorie:Alphabet
Κατηγορία:Ιστορία της Βόρειας Αμερικής	Kategorie:Nordamerikanische Geschichte
Κατηγορία:Ιστορία ανά χώρα	Kategorie:Geschichte nach Staat
Κατηγορία:Απάτη	Kategorie:Betrugsfall
Κατηγορία:Ιταλοί Πρωθυπουργοί	Kategorie:Ministerpräsident (Italien)
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/23 Σεπτεμβρίου	Wikipedia:Hauptseite/Jahrestage/September/23
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/4 Φεβρουαρίου	Wikipedia:Hauptseite/Jahrestage/Februar/4
Κατηγορία:Μουσεία στη Ρωσία	Kategorie:Museum in Russland
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/22 Σεπτεμβρίου	Wikipedia:Hauptseite/Jahrestage/September/22
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/30 Νοεμβρίου	Wikipedia:Hauptseite/Jahrestage/November/30
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/18 Φεβρουαρίου	Wikipedia:Hauptseite/Jahrestage/Februar/18
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/28 Ιανουαρίου	Wikipedia:Hauptseite/Jahrestage/Januar/28
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/23 Νοεμβρίου	Wikipedia:Hauptseite/Jahrestage/November/23
Πρότυπο:Υπόμνημα	Vorlage:Farblegende
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/14 Ιανουαρίου	Wikipedia:Hauptseite/Jahrestage/Januar/14
Πρότυπο:Lang-bg	Vorlage:BgS
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/25 Φεβρουαρίου	Wikipedia:Hauptseite/Jahrestage/Februar/25
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/10 Αυγούστου	Wikipedia:Hauptseite/Jahrestage/August/10
Κατηγορία:Ράπερ	Kategorie:Rapper
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/17 Σεπτεμβρίου	Wikipedia:Hauptseite/Jahrestage/September/17
Κατηγορία:Χριστιανοί άγιοι	Kategorie:Heiliger (Christentum)
Κατηγορία:Πρωθυπουργοί της Ελλάδας	Kategorie:Ministerpräsident (Griechenland)
Κατηγορία:Τούρκοι πρωθυπουργοί	Kategorie:Ministerpräsident (Türkei)
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/15 Οκτωβρίου	Wikipedia:Hauptseite/Jahrestage/Oktober/15
Κατηγορία:Πρωθυπουργοί της Ισπανίας	Kategorie:Ministerpräsident (Spanien)
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/28 Δεκεμβρίου	Wikipedia:Hauptseite/Jahrestage/Dezember/28
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/3 Δεκεμβρίου	Wikipedia:Hauptseite/Jahrestage/Dezember/3
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/7 Δεκεμβρίου	Wikipedia:Hauptseite/Jahrestage/Dezember/7
Κατηγορία:Πρωθυπουργοί της Πορτογαλίας	Kategorie:Premierminister (Portugal)
Κατηγορία:Πρωθυπουργοί της Υεμένης	Kategorie:Ministerpräsident (Jemen)
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/31 Αυγούστου	Wikipedia:Hauptseite/Jahrestage/August/31
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/26 Οκτωβρίου	Wikipedia:Hauptseite/Jahrestage/Oktober/26
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/12 Νοεμβρίου	Wikipedia:Hauptseite/Jahrestage/November/12
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/30 Ιουλίου	Wikipedia:Hauptseite/Jahrestage/Juli/30
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/3 Αυγούστου	Wikipedia:Hauptseite/Jahrestage/August/3
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/27 Αυγούστου	Wikipedia:Hauptseite/Jahrestage/August/27
Κατηγορία:Χώροι λατρείας ανά χώρα	Kategorie:Sakralbau nach Staat
Πρότυπο:Παγκόσμιο Κύπελλο Ποδοσφαίρου	Vorlage:Navigationsleiste Fußball-Weltmeisterschaften
Κατηγορία:Εξοπλισμός γραφείου	Kategorie:Büromaterial
Κατηγορία:Πρωθυπουργοί της Νορβηγίας	Kategorie:Ministerpräsident (Norwegen)
Πρότυπο:Cite web	Vorlage:Cite web
Κατηγορία:Ψυχοτρόπες ουσίες	Kategorie:Psychotrope Substanz
Πρότυπο:YouTube	Vorlage:YouTube
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/21 Ιανουαρίου	Wikipedia:Hauptseite/Jahrestage/Januar/21
Πρότυπο:Γέφυρα	Vorlage:Infobox Brücke
Οδηγία για τα πουλιά (79/409/ΕΟΚ)	Vogelschutzrichtlinie
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/8 Φεβρουαρίου	Wikipedia:Hauptseite/Jahrestage/Februar/8
Πρότυπο:Τρέχον γεγονός	Vorlage:Laufendes Ereignis
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/20 Ιανουαρίου	Wikipedia:Hauptseite/Jahrestage/Januar/20
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/23 Ιανουαρίου	Wikipedia:Hauptseite/Jahrestage/Januar/23
Κατηγορία:Στρατιωτικός εξοπλισμός	Kategorie:Militärische Ausrüstung
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/28 Σεπτεμβρίου	Wikipedia:Hauptseite/Jahrestage/September/28
Κατηγορία:Ποδοσφαιρικά βραβεία	Kategorie:Ehrung (Fußball)
Κατηγορία:Θεωρία πιθανοτήτων	Kategorie:Stochastik
Κατηγορία:Βιογραφίες	Kategorie:Biografie
Κατηγορία:Ποδοσφαιρικές διοργανώσεις Αγγλίας	Kategorie:Fußballwettbewerb in England
Πρότυπο:IMDb title	Vorlage:IMDb Titel
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/31 Δεκεμβρίου	Wikipedia:Hauptseite/Jahrestage/Dezember/31
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/1 Φεβρουαρίου	Wikipedia:Hauptseite/Jahrestage/Februar/1
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/22 Οκτωβρίου	Wikipedia:Hauptseite/Jahrestage/Oktober/22
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/2 Νοεμβρίου	Wikipedia:Hauptseite/Jahrestage/November/2
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/14 Δεκεμβρίου	Wikipedia:Hauptseite/Jahrestage/Dezember/14
Κατηγορία:Πρωθυπουργοί της Τσεχίας	Kategorie:Ministerpräsident (Tschechien)
Κατηγορία:Χρηματιστήριο	Kategorie:Wertpapierbörse
Κατηγορία:Πρωθυπουργοί της Φινλανδίας	Kategorie:Ministerpräsident (Finnland)
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/25 Ιανουαρίου	Wikipedia:Hauptseite/Jahrestage/Januar/25
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/6 Αυγούστου	Wikipedia:Hauptseite/Jahrestage/August/6
Πρότυπο:Cc-by-2.5	Vorlage:Bild-CC-by/2.5
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/24 Αυγούστου	Wikipedia:Hauptseite/Jahrestage/August/24
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/9 Νοεμβρίου	Wikipedia:Hauptseite/Jahrestage/November/9
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/18 Ιανουαρίου	Wikipedia:Hauptseite/Jahrestage/Januar/18
Πρότυπο:Πληροφορίες παρασήμου	Vorlage:Infobox Auszeichnungen
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/17 Αυγούστου	Wikipedia:Hauptseite/Jahrestage/August/17
Κατηγορία:Αεροπορία	Kategorie:Luftfahrt
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/27 Ιουλίου	Wikipedia:Hauptseite/Jahrestage/Juli/27
Κατηγορία:Εκλογικά συστήματα	Kategorie:Wahlsystem
Κατηγορία:Τηλεοπτικές σειρές ανά χώρα	Kategorie:Fernsehserie nach Staat
Κατηγορία:Κατηγορίες ανά χώρα	Kategorie:Thema nach Staat
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/20 Αυγούστου	Wikipedia:Hauptseite/Jahrestage/August/20
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/1 Οκτωβρίου	Wikipedia:Hauptseite/Jahrestage/Oktober/1
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/5 Οκτωβρίου	Wikipedia:Hauptseite/Jahrestage/Oktober/5
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/8 Οκτωβρίου	Wikipedia:Hauptseite/Jahrestage/Oktober/8
Κατηγορία:Μέσα αποθήκευσης	Kategorie:Speichermedium
Πύλη:Κύρια/Επιλεγμένα Γεγονότα/15 Φεβρουαρίου	Wikipedia:Hauptseite/Jahrestage/Februar/15
Κατηγορία:Μαορί	Kategorie:Māori
Πρότυπο:Χρήστης ru-4	Vorlage:User ru-4
Κατηγορία:Χαρακτήρες κόμικς	Kategorie:Comicfigur
Κατηγορία:Γαλατικοί λαοί	Kategorie:Gallier
Πρότυπο:Won	Vorlage:Gewonnen
Κατηγορία:Πόλεις της Τουρκίας	Kategorie:Ort in der Türkei
Κατηγορία:Αναρρίχηση	Kategorie:Klettern
Πρότυπο:Πρόεδροι της Γερμανίας	Vorlage:Navigationsleiste Deutscher Bundespräsident
Πρότυπο:GeoTemplate	Vorlage:GeoTemplate
Κατηγορία:Διατροφή	Kategorie:Essen und Trinken
Κατηγορία:Περιοδικά	Kategorie:Zeitschrift
Κατηγορία:Μετάφραση	Kategorie:Übersetzung
Κατηγορία:Πάπες Ρώμης	Kategorie:Papst
Κατηγορία:Χάρι Πότερ	Kategorie:Harry Potter
Κατηγορία:Ιστορία της ΠΓΔΜ	Kategorie:Geschichte Mazedoniens
Κατηγορία:Ιστορία της Ολλανδίας	Kategorie:Niederländische Geschichte
Πρότυπο:Χρήστης nl-1	Vorlage:User nl-1
Κατηγορία:Σύλλογοι καλαθοσφαίρισης	Kategorie:Basketballverein
Κατηγορία:Ταινίες θρίλερ	Kategorie:Thriller
Κατηγορία:Διαμερίσματα της Κολομβίας	Kategorie:Kolumbianisches Departamento
Κατηγορία:Ποδοσφαιρικές ομάδες Αυστραλίας	Kategorie:Australischer Fußballverein
Κατηγορία:Γκέρνσεϊ	Kategorie:Guernsey
Πρότυπο:Min	Vorlage:Min
Κατηγορία:Ιστορικά συγγράμματα	Kategorie:Historiographie
Πρότυπο:ΑλλαγήΜέσα	Vorlage:Einwechslung
Κατηγορία:Ρώσοι στρατιωτικοί	Kategorie:Militärperson (Russland)
Πρότυπο:BS	Vorlage:BS
Κατηγορία:Πρωθυπουργοί των Μπαρμπάντος	Kategorie:Premierminister (Barbados)
Πρότυπο:Βικιλεξικό	Vorlage:Wiktionary
Κατηγορία:Παλαιστές	Kategorie:Ringer
Κατηγορία:Φράγκοι	Kategorie:Franken
Πρότυπο:Ευρωπαϊκό Πρωτάθλημα Καλαθοσφαίρισης	Vorlage:Navigationsleiste Basketballeuropameisterschaften
