आफ्रिकाखण्डः	Afrika
फलकम्:भारतस्य राज्यानि केन्द्रशासितप्रदेशाः च	Vorlage:Navigationsleiste Indische Bundesstaaten und Unionsterritorien
फलकम्:Cc-by-2.0	Vorlage:Bild-CC-by/2.0
फलकम्:Infobox विश्वपरम्परास्थानानि	Vorlage:Infobox Welterbe
वर्गः:चित्रकला	Kategorie:Malerei
फलकम्:Infobox astronaut	Vorlage:Infobox Raumfahrer
फलकम्:Str len	Vorlage:Str len
फलकम्:MedalSport	Vorlage:MedalSport
फलकम्:Infobox building	Vorlage:Infobox Bauwerk
फलकम्:प्रबोधनं-प्रयोगे-१	Vorlage:Test
फलकम्:Infobox album	Vorlage:Infobox Musikalbum
वर्गः:छत्तीसगढ़स्य मण्डलानि	Kategorie:Distrikt in Chhattisgarh
ऐ एन् एस् सिन्धुरक्षकः	INS Sindhurakshak (S63)
वर्गः:गुजरातराज्यस्य मण्डलानि	Kategorie:Distrikt in Gujarat
फलकम्:Emergency-bot-shutoff	Vorlage:Emergency-bot-shutoff
फलकम्:Infobox Swiss town	Vorlage:Infobox Ort in der Schweiz
फलकम्:IMDb name	Vorlage:IMDb Name
वर्गः:बाङ्गलासाहित्यम्	Kategorie:Literatur (Bengalisch)
फलकम्:Infobox tennis biography	Vorlage:Infobox Tennisspieler
फलकम्:Age in days	Vorlage:Tagesdifferenz
फलकम्:Cc-by-sa-2.0	Vorlage:Bild-CC-by-sa/2.0
वर्गः:भारतस्य राष्ट्रपतयः	Kategorie:Staatspräsident (Indien)
फलकम्:Infobox waterfall	Vorlage:Infobox Wasserfall
फलकम्:Infobox Continent	Vorlage:Infobox Kontinent
फलकम्:Interwiki conflict	Vorlage:Interwiki-Konflikt
फलकम्:Gregorian serial date	Vorlage:Gsd
उपनिषदः	Upanishaden
फलकम्:Infobox game	Vorlage:Infobox Spiel
फलकम्:राष्ट्रतथ्यानि ब्रिटिश राज	Vorlage:IND-1858
फलकम्:Disambiguation	Vorlage:Begriffsklärung
फलकम्:Partial	Vorlage:Teilweise-Feld
फलकम्:भारतस्य प्रधानमन्त्रिणः	Vorlage:Navigationsleiste Indische Premierminister
फलकम्:Infobox film	Vorlage:Infobox Film
फलकम्:भारतस्य राष्ट्रपतयः	Vorlage:Navigationsleiste Indischer Staatspräsident
फलकम्:User Sandbox	Vorlage:Benutzerspielwiese
फलकम्:भाषा-पुर्तगाली	Vorlage:PtS
फलकम्:Infobox organization	Vorlage:Infobox Verband
फलकम्:Infobox U.S. state	Vorlage:Infobox US-Bundesstaat
वर्गः:वास्तुशास्त्रम्	Kategorie:Architektur
फलकम्:GSE	Vorlage:GSE
फलकम्:Pending	Vorlage:Ausstehend
फलकम्:?	Vorlage:?
फलकम्:Nts	Vorlage:Nts
वर्गः:केरलराज्यम्	Kategorie:Kerala
फलकम्:Coord	Vorlage:Coordinate
फलकम्:Dmoz	Vorlage:Dmoz
सहाय्यम्:Setup For Devanagari सम्पादन	Wikipedia:Gotische Unicode-Schriftarten
वर्गः:User sa	Kategorie:User sa
वर्गः:User sa-3	Kategorie:User sa-3
वर्गः:User sa-4	Kategorie:User sa-4
वर्गः:User sa-2	Kategorie:User sa-2
फलकम्:GFDL-1.2	Vorlage:Bild-GFDL/1.2
वर्गः:लिपयः	Kategorie:Schrift
वर्गः:User en-3	Kategorie:User en-3
वर्गः:User en-N	Kategorie:User en-M
पोरबन्दर	Porbandar
कोलारलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Kolar
फलकम्:Beijing	Vorlage:Navigationsleiste Kreisebene Pekings
फलकम्:Infobox disease	Vorlage:Infobox ICD
फलकम्:Weather box	Vorlage:Klimatabelle
वर्गः:User kn	Kategorie:User kn
वर्गः:User kn-1	Kategorie:User kn-1
वर्गः:User kn-2	Kategorie:User kn-2
वर्गः:User kn-3	Kategorie:User kn-3
वर्गः:User kn-N	Kategorie:User kn-M
फलकम्:Infobox currency	Vorlage:Infobox Währungseinheit
फलकम्:Cc-by-sa	Vorlage:Bild-CC-by-sa/1.0
वर्गः:क्रिकेट्-क्रीडालवः	Kategorie:Cricket
व्यजनम्	Ventilator
दक्षिणबेङ्गळूरुलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Bangalore South
फलकम्:Infobox Government agency	Vorlage:Infobox Behörde
पाली	Pali (Rajasthan)
फलकम्:Infobox river	Vorlage:Infobox Fluss
फलकम्:Copyright by Wikimedia	Vorlage:Bild-WikimediaCopyright
फलकम्:Bar percent	Vorlage:Balken Prozent
फलकम्:Str find	Vorlage:Str find
पालिताणा	Palitana
फलकम्:Z number doc	Vorlage:Z-doku
वर्गः:कनेक्टिकट्	Kategorie:Connecticut
विकिपीडिया:Lua	Wikipedia:Lua
फलकम्:Cite EB1911	Vorlage:EB1911
वर्गः:नदी	Kategorie:Fluss
फलकम्:Lang-gu	Vorlage:GuS
फलकम्:User sa-1	Vorlage:User sa-1
वर्गः:भारतस्य प्रधानमन्त्रिणः	Kategorie:Premierminister (Indien)
फलकम्:Ndash	Vorlage:Ndash
वर्गः:हिन्दु-उत्सवाः	Kategorie:Feste und Brauchtum (Hinduismus)
वर्गः:नेपालदेशः	Kategorie:Nepal
वर्गः:श्रीलङ्का	Kategorie:Sri Lanka
फलकम्:FeaturedPicture	Vorlage:Exzellentes Bild
पाण्डवलेणी	Pandavleni-Höhlen (Nashik)
वर्गः:रमोन् मैग्सेसे-पुरस्कारभाजः	Kategorie:Träger des Ramon-Magsaysay-Preises
वर्गः:गोवाराज्यम्	Kategorie:Goa
वर्गः:कर्णाटकम्	Kategorie:Karnataka
वर्गः:छत्तिसगढराज्यम्	Kategorie:Chhattisgarh
वर्गः:गुजरातराज्यम्	Kategorie:Gujarat
वर्गः:त्रिपुराराज्यम्	Kategorie:Tripura
वर्गः:पञ्जाबराज्यम्	Kategorie:Punjab (Indien)
वर्गः:मध्यप्रदेशः	Kategorie:Madhya Pradesh
वर्गः:मिजोरामराज्यम्	Kategorie:Mizoram
वर्गः:राजस्थानराज्यम्	Kategorie:Rajasthan
वर्गः:हरियाणा	Kategorie:Haryana
वर्गः:उत्तरप्रदेशराज्यम्	Kategorie:Uttar Pradesh
वर्गः:मेघालयराज्यम्	Kategorie:Meghalaya
वर्गः:ओड़िशा	Kategorie:Odisha
काल्काशिम्लाधूमशकटयानम्	Kalka-Shimla Railway
बलिया	Ballia
वर्गः:दक्षिण-अमेरिकादेशाः	Kategorie:Staat in Südamerika
फलकम्:Lang-as	Vorlage:AsS
फलकम्:User bn-2	Vorlage:User bn-2
फलकम्:Infobox cricketer	Vorlage:Infobox Cricketspieler
वर्गः:उत्तर-अमेरिकाखण्डः	Kategorie:Mittelamerika
फलकम्:MedalCompetition	Vorlage:MedalCompetition
वर्गः:भारतस्य नगराणि	Kategorie:Ort in Indien
फलकम्:Infobox language	Vorlage:Infobox Sprache
वर्गः:आन्ध्रप्रदेशस्य प्रमुखनगराणि	Kategorie:Ort in Andhra Pradesh
वर्गः:जम्मू-काश्मीरराज्यम्	Kategorie:Jammu und Kashmir
वर्गः:महाराष्ट्रराज्यम्	Kategorie:Maharashtra
वर्गः:अरुणाचलप्रदेशः	Kategorie:Arunachal Pradesh
वर्गः:हिमाचलप्रदेशः	Kategorie:Himachal Pradesh
वर्गः:आन्ध्रप्रदेशराज्यम्	Kategorie:Andhra Pradesh
वर्गः:असमराज्यम्	Kategorie:Assam
गृञ्जनकम्	Karotte
फलकम्:Lang-or	Vorlage:OrS
वायुः	Luft
सत्य नाडेला	Satya Nadella
वर्गः:भारतस्य राज्यानि	Kategorie:Indischer Bundesstaat
वर्गः:हरितकानि	Kategorie:Blattgemüse
वर्गः:महाभारतम्	Kategorie:Mahabharata
वर्गः:धार्मिकपर्वाणि	Kategorie:Religiöses Fest
वर्गः:भारतरत्नपुरस्कारभाजः	Kategorie:Träger des Bharat Ratna
वर्गः:उर्दुसाहित्यम्	Kategorie:Literatur (Urdu)
उडुपीचिक्कमगळूरुलोकसभाक्षेत्रम्	Lok-Sabha-Wahlkreis Udupi-Chikmagalur
फलकम्:Infobox color	Vorlage:Infobox Farbe
वर्गः:एशियाखण्डस्य राष्ट्राणि	Kategorie:Staat in Asien
फलकम्:Infobox football league	Vorlage:Infobox Fußballliga
फलकम्:User ur-2	Vorlage:User ur-2
फलकम्:User sa-3	Vorlage:User sa-3
फलकम्:User pi-2	Vorlage:User pi-2
फलकम्:User kn	Vorlage:User kn
फलकम्:Lang-te	Vorlage:TeS
फलकम्:Lang-ml	Vorlage:MlS
फलकम्:Lang-gd	Vorlage:GdS
फलकम्:भाषा-स्पैनिश	Vorlage:EsS
फलकम्:Lang-bn	Vorlage:BnS
वर्गः:उत्तराखण्डराज्यम्	Kategorie:Uttarakhand
वर्गः:बिहारराज्यम्	Kategorie:Bihar
वर्गः:उत्तर-अमेरिकाखण्डस्य देशाः	Kategorie:Staat in Mittelamerika
वर्गः:हिमाचलप्रदेशस्य प्रमुखनगराणि	Kategorie:Ort in Himachal Pradesh
वर्गः:आन्ध्रप्रदेशस्य मण्डलानि	Kategorie:Distrikt in Andhra Pradesh
वर्गः:हिमाचलप्रदेशस्य मण्डलानि	Kategorie:Distrikt in Himachal Pradesh
वर्गः:भारतस्य मण्डलानि	Kategorie:Distrikt in Indien
वर्गः:जम्मूकाश्मीरराज्यस्य मण्डलानि	Kategorie:Distrikt in Jammu und Kashmir
वर्गः:कर्णाटकस्य मण्डलानि	Kategorie:Distrikt in Karnataka
वर्गः:केरलाराज्यस्य मण्डलानि	Kategorie:Distrikt in Kerala
वर्गः:महाराष्ट्रराज्यस्य मण्डलानि	Kategorie:Distrikt in Maharashtra
वर्गः:मणिपुर मण्डलाः	Kategorie:Distrikt in Manipur
वर्गः:ओरिसाराज्यस्य मण्डलानि	Kategorie:Distrikt in Odisha
वर्गः:राजस्थानस्य मण्डलानि	Kategorie:Distrikt in Rajasthan
वर्गः:तमिळनाडुराज्यस्य मण्डलानि	Kategorie:Distrikt in Tamil Nadu
वर्गः:उत्तरप्रदेशस्य मण्डलानि	Kategorie:Distrikt in Uttar Pradesh
फलकम्:Lang-mr	Vorlage:MrS
वर्गः:भारतीयपुरस्काराः	Kategorie:Indische Auszeichnung
वर्गः:भारतीयक्रिकेट्-क्रीडापटवः	Kategorie:Cricketspieler (Indien)
वर्गः:पद्मविभूषणप्रशस्तिभाजः	Kategorie:Träger des Padma Vibhushan
वर्गः:संस्कृतभाषा	Kategorie:Sanskrit
वर्गः:तेलङ्गाणाराज्यम्	Kategorie:Telangana
वर्गः:उपनिषदः	Kategorie:Upanishaden
वर्गः:गुजरातराज्यस्य प्रमुखनगराणि	Kategorie:Ort in Gujarat
वर्गः:जम्मूकाश्मीरराज्यस्य प्रमुखनगराणि	Kategorie:Ort in Jammu und Kashmir
वर्गः:मिजोरामराज्यस्य नगराणि	Kategorie:Ort in Mizoram
वर्गः:User kn-4	Kategorie:User kn-4
वर्गः:User en-1	Kategorie:User en-1
वेणी	Zopf
लेखा	Bankguthaben
फलकम्:MedalGold	Vorlage:MedalGold
फलकम्:MedalBronze	Vorlage:MedalBronze
फलकम्:User sa-2	Vorlage:User sa-2
फलकम्:Nothanks-sd	Vorlage:URV-Hinweis
विकिपीडिया:सर्वाङ्गपूर्णः लेखः	Wikipedia:Wie schreibe ich gute Artikel
फलकम्:Lang-sco	Vorlage:ScoS
